Locality_ID,Geosite_Name,Expert_Class,Confidence,Expert_Reasoning
loc_00776,Geosite 5,Easy,Medium-High,"Milu et al. 2019 poster (full text now available): Figure 4 shows ""Volcanic structures belonging to the Ouarzazate Supergroup... occurring at about 30 km South-East of Ouarzazate. Northeastward view from the road Ouarzazate-Zagora."" loc_00776 is 34.2km from Ouarzazate along the correct SE bearing toward Zagora -- strong distance and direction match. Described as viewed directly from the road."
loc_00777,Geosite 6,,,Same Milu et al. 2019 poster source (inaccessible). Well off any major road (Dist_to_Highway_m=10483). No independent source identifying this specific point was found. Left unlabeled.
loc_00778,Geosite 8,,,"Same Milu et al. 2019 poster source (inaccessible; 'Geosite 7' absent from source numbering, not an error). No independent source identifying this specific point or its access was found. Left unlabeled."
loc_00779,Geosite 9,,,"Same Milu et al. 2019 poster source (inaccessible). Geographically distinct from the other 7 sites (western Anti-Atlas, Foum Zguid/Tata corridor). No independent source identifying this specific point or its access was found. Left unlabeled."
loc_00739,Panorama of the Atlas Front,Easy,Medium,"Part of the Si Mhamdi et al. 2023 (Geoheritage 15:45) Errachidia 'Pedagogic and Geotouristic Trail', ~5km N of Errachidia town, explicitly designed for student/tourist accessibility; 42m from paved road consistent with a roadside viewpoint stop; full paper text paywalled so no direct site quote available."
loc_00740,South Atlas Fault,Easy,Medium,"Regional Errachidia stratigraphy literature states the High Atlas rises abruptly north of the South Atlas Fault right at the edge of Errachidia town, matching this site's position; included in Si Mhamdi et al. 2023 Errachidia geotouristic trail; 40m from paved road."
loc_00741,Jbel Hamdoun Anticline Structure,Easy,Medium,Jbel Hamdoun is a named peak/section within the Errachidia Platform stratigraphic sequence referenced in regional papers; part of Si Mhamdi et al. 2023 trail inventory; 204m from paved road.
loc_00742,Jurassic/Cretaceous Contact,Easy,Medium,Corresponds to the well-documented Jurassic-Cretaceous 'red beds' contact along the Msemrir-Errachidia transect described in regional stratigraphy papers; part of Si Mhamdi et al. 2023 trail; 144m from paved road.
loc_00743,Perched Syncline Between Two Atlassic Faults,Easy,Medium,"Structural stop within the Si Mhamdi et al. 2023 Errachidia geotouristic trail inventory, consistent with the South Atlas Fault front geology in this exact corridor; 53m from paved road."
loc_00744,Ait Atmane Fault (Amzouj Fault),Easy,Medium,"Ait Atmane fault zone is a real, separately field-studied structure (E3S Web of Conferences, Errachidia2024 volume); also part of Si Mhamdi et al. 2023 trail; 29m from paved road."
loc_00745,Panorama of El Hassan Addakhil Dam,Easy,High,"Barrage Hassan Addakhil is a named, well-documented dam on Oued Ziz N of Errachidia (in service since 1971), directly served by the paved Errachidia-Rich road, described in tourism/news sources as a scenic panoramic viewpoint; 16m from paved road."
loc_00746,Dermchane Waterfall,Moderate,Medium,"Confirmed as a real site: Wikimedia Commons 'Wiki Loves Earth' photos of 'الدرمشان' (Ad-Darmashan) waterfall geotagged ~250m from given coordinates, photographed by local contributors in 2015/2021; not a developed tourist stop, 3.3km from nearest paved road implying an unpaved track/hike to reach it."
