Locality_ID,Geosite_Name,Expert_Class,Confidence,Expert_Reasoning
loc_00707,Oued Rbat,Moderate,Low,"ChatGPT cites a specific hiking-operator itinerary (mountain path via Adazne plateau to Rbat, part of a 5hr walking day); Perplexity couldn't confirm the match. Single specific source, going with it over Gemini's vaguer 'pleasant valley walk' claim, but Low confidence given only one tool could tie it down."
loc_00708,Tabant,Easy,High,"All 3 sources agree: Tabant is the Ait Bouguemez valley's main paved-road-accessible settlement (M'Goun Geopark, Kchikach et al., Wikiloc all confirm). Dist_to_Highway_m=81m fully consistent."
loc_00709,Grenier Sidi Moussa,Easy,Medium,"2/3 sources lean Easy: ChatGPT cites a specific Wikiloc route (3.93km loop, 133m elevation gain, 1h45min, explicitly rated Easy, includes the granary climb). Perplexity's alternate source (Atlas Obscura/Lonely Planet, 'steep but straightforward') isn't necessarily contradictory -- a gently-graded trail can read as 'steep' in travel writing."
loc_00710,Site Sidi Moussa,Easy,Medium,"Same site cluster/sourcing as loc_00709 (immediately adjacent, same Wikiloc route and Atlas Obscura/Lonely Planet sources apply)."
loc_00711,Aguered N'Ouzrou,Moderate,Medium,"2/3 sources (ChatGPT + Perplexity) converge on Moderate, both citing real, specific trekking itineraries that include this village as a waypoint (a 6hr valley walking day; a Geo Trek Maroc route explicitly sequencing Timit-Sidi Moussa-Aguerd N'Ouzrou-Tabant). Gemini's 'Easy, flat village paths' claim is vaguer and unconfirmed."
loc_00712,Ait Bouguemez,Easy,High,All 3 sources agree: M'Goun Geopark explicitly classifies the Ait Bouguemez valley geosite as Easy with a paved road to Tabant; Kchikach et al. and Wikiloc both independently confirm easy valley walks/routes. Dist_to_Highway_m=610m consistent.
loc_00443,The dolerite sill of Ouzoud,Easy,High,All 3 sources found Louz et al. 2022 (Ouzoud syncline geoheritage inventory) and agree Easy; ChatGPT quotes the paper's own 'Access Road: High' rating for this specific site. Dist_to_Highway_m=1075m consistent.
loc_00444,Ouzoud travertines,Moderate,Medium,"ChatGPT quotes Louz et al. 2022's own rating table: 'Access Road and Conditions of Visit: Medium' for this site specifically. Gemini and Perplexity both lean Easy (general Ouzoud tourist-area/Geopark framing), but ChatGPT's specific per-site quoted rating is more precise than the general-area claims."
loc_00445,Estuary of Oued Tassakht,Moderate,Low,"Real disagreement: ChatGPT quotes 'Access Road and Conditions of Visit: Low' from Louz et al. 2022 (would suggest Difficult); Gemini says Moderate; Perplexity found the same paper's geological description but explicitly couldn't confirm a dependable access route. Going with the cautious middle given genuine 3-way uncertainty and Dist_to_Highway_m=2589m (2.6km, meaningfully remote but not extreme)."
loc_00446,Oued EL Abid gorges and caves,Moderate,Medium,"Perplexity found a specific visitor account: reached via P3105 plus a walk of 'several hundred metres' to a viewpoint -- more concrete than Gemini/ChatGPT's general 'Difficult' framing from the paper's Low/Low rating (which may describe deeper gorge exploration, not the viewpoint). Dist_to_Highway_m=4810m supports real remoteness, but the specific visitor account suggests a viewpoint is more reachable than 'Difficult' implies."
loc_00447,Azilal formation intruded by Tanaghmelt sill,Moderate,Medium,2/3 sources (Gemini + ChatGPT) agree Moderate; ChatGPT quotes Louz et al. 2022's own 'Access Road and Conditions of Visit: Medium' rating for this specific site.
loc_00449,Basaltic flows of Ouzoud,Moderate,Medium,"ChatGPT quotes Louz et al. 2022's own 'Medium' access rating for this specific site; Perplexity found the geological description but no access info (neutral, doesn't contradict); Gemini's alternate 'Easy' claim is less specific."
loc_00450,Ouzoud springs,Moderate,High,"All 3 sources independently converge on Moderate, each with a different but consistent real source: Louz et al. 2022's own 'Medium/Medium' rating (ChatGPT), and a travel guide describing a ~2km path from Tanaghmeilt to an unmanaged natural bathing site (Perplexity)."
loc_00451,Radiating dykes Taghia-n-Ait Boulmane,Moderate,High,"ChatGPT found an exact coordinate match to Louz et al. 2022 (32°12'14""N/6°07'02""W, matching supplied coords closely) with a specific description: '5.5km carriageway from Taguelft plus several hiking trails.' Gemini independently agrees Moderate. Perplexity correctly excluded the unrelated, more famous Taghia climbing village and left blank rather than guess."
loc_00453,The community granaries of Taghia-n-Ait Boulmane,Moderate,Medium,"Same source/cluster as loc_00451 (Louz et al. 2022, Taghia-n-Ait Boulmane geosite, '5.5km carriageway + hiking trails' access) per ChatGPT. Gemini's alternate 'Difficult' claim is less specific/coordinate-anchored. Dist_to_Highway_m=6003m is more remote than loc_00451, hence Medium not High confidence."
loc_00491,Timskar Waterfalls,Moderate,Medium,2/3 sources (Gemini + ChatGPT) agree Moderate; ChatGPT cites Ait Barka et al. 2022 describing a real trail from a gîte to the Moudj waterfalls/Timskar landscape.
loc_00494,Caves of Orbiaa,Moderate,Medium,"2/3 sources (Gemini + ChatGPT) agree Moderate; ChatGPT cites the same Ait Barka et al. 2022 itinerary already used elsewhere in this project for the adjacent Oribaa ruiniform site (7km from Beni Mellal, doable by car/bicycle/geo-hiking in half a day) -- consistent with prior labeling in this region."
loc_00498,Travertines of El Ksiba,Easy,High,"2/3 sources (Gemini + ChatGPT) agree Easy; ChatGPT directly quotes Ait Barka et al. 2022's own language: the El Ksiba travertines have 'ease of access,' linked explicitly to road paving in the area. Dist_to_Highway_m=129m strongly consistent. Perplexity found a different nearby site's access route and correctly declined to apply it here."
loc_00785,Aguelmam Miammi,Moderate,Medium,"2/3 sources (ChatGPT + Perplexity) independently found real, different specific sources both pointing to Moderate: a 2023-24 fishing regulation document mentions a 'piste de desserte' (access track); a travel description places it in the Ajdir Izayane cedar forest, reached across marshes by forest track."
loc_00786,Aguelmam n'Harcha,Moderate,Low,"Perplexity found a local news article identifying this as one of two small lakes in the Ouiouane complex, 'suitable for camping,' no maintained shoreline path documented. ChatGPT independently found the same complex but couldn't confirm site-specific access (cautious, not contradicting). Gemini's alternate 'Easy' claim is generic."
loc_00787,Aguelmam Ou Houli,Moderate,High,"2/3 sources (ChatGPT + Perplexity) independently found real Wikiloc hiking/running/cycling routes specifically indexed under this exact lake name (one citing a 23.56km route), plus National Park forest-track network documentation. Real, convergent, checkable evidence -- stronger than Gemini's generic 'Easy, short foot access' claim."
loc_00790,Oum Er-Rbiaa,Easy,High,"All 3 sources agree, 2 with specific independent citations: ChatGPT cites Routard guide (road/bridge then 10-min trail to springs, ~40km from Khenifra); Perplexity cites ViaMichelin (paved road + vehicle-practicable track, springs visible from a platform below the footpath). Dist_to_Highway_m=387m consistent."
loc_00792,Tiguelmamines,Moderate,Medium,"2/3 sources (Gemini + ChatGPT) agree Moderate; ChatGPT cites official Khenifra National Park management documentation describing hiking/walks around the park's lakes, explicitly including Tiguelmamine."
loc_00799,Azegza,Moderate,Low,"ChatGPT explicitly flagged this as a coordinate/name-mismatch risk (Azegza's general fame doesn't establish access for this exact coordinate) and left it blank as a caution. Perplexity found a specific travel guide ('requires private vehicle or arranged driver, roads mostly paved but narrow/rough with unsurfaced final stretches') but also flagged its own coordinate uncertainty. Going with Perplexity's real-but-uncertain source over Gemini's generic 'Easy, paved road, parking' claim."
loc_00803,Mirssa,Difficult,Medium,"Only Gemini found this (PeakVisor mountain database: Koudia Mirssa, 2274m summit, ~4.4km from paved road) -- but the citation is concrete and checkable (a real, named peak-database service), and its own stated distance closely matches the project's independently measured Dist_to_Highway_m=4427m, suggesting a genuine database lookup rather than a generic claim. Downgraded from Gemini's 'High' since the other 2 tools didn't independently confirm."
loc_00806,Ouiouane,Easy,Medium,"2/3 sources (Gemini + ChatGPT) agree Easy; ChatGPT found a close coordinate match to documented Aguelmam Wiwane (33.13181,-5.34396 vs supplied 33.1271,-5.3456) and a travel guide describing the lake as being on the road from Ain Leuh. Perplexity's alternate 'Moderate' view (hiking route found nearby, not necessarily for direct lake access) tempers confidence from High to Medium."
loc_00781,Aghbaloun Assounane,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd11, name 'Aghbaloun Assounane')."
loc_00782,Aguelmam Admar Izam,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd13, name 'Aguelmam Admar Izam')."
loc_00783,Aguelmam Almis Guigou,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd17, name 'Aguelmam Almis Guigou')."
loc_00784,Aguelmam Dial Tachnkourt,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd22, name 'Aguelmam Dial Tachnkourt')."
loc_00788,Aguelmam Sidi Abderahman Ou Said,Moderate,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Medium' (book code Hyd31, name 'Aguelmam Sidi Abderahman Ou Said')."
loc_00789,Lac Ajdir,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd110, name 'Lac Ajdir')."
loc_00791,Taguelmant Yéj,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd122, name 'Taguelmant Yéj')."
loc_00795,Aferrane,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar02)."
loc_00796,Ahoussal,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar05)."
loc_00797,Ajdir,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar11)."
loc_00798,Al Maarad,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar12)."
loc_00800,Iferaoun,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar42)."
loc_00801,Ifrennta,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar44)."
loc_00802,Kssouatène,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar87)."
loc_00804,Missartène,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar93)."
loc_00805,Ouaousseguerna,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar95)."
loc_00807,Ounane,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar98)."
loc_00808,Taboughout,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar113)."
loc_00809,Taboughout Nord,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar114)."
loc_00810,Tigouyal,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar124)."
loc_00811,Tizaraght,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar130)."
loc_00812,Tizaraght Est,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar131)."
loc_00813,Tizerghine,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar132)."
loc_00793,Aghbal,Moderate,High,"PRIMARY SOURCE: Baadi 2023, 'Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development', Ch.9 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 9.1 explicitly classifies this site's Accessibility."
loc_00794,Aït Ou Hammou,Difficult,High,"PRIMARY SOURCE: Baadi 2023, 'Fluvial Heritage of the Middle Atlas (Morocco): An Essential Element for Regional Sustainable Development', Ch.9 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 9.1 explicitly classifies this site's Accessibility."
