Locality_ID,Geosite_Name,Expert_Class,Confidence,Expert_Reasoning
loc_00973,Ain Tataw,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd75, name 'Ain Tataw')."
loc_00974,Ain Tidouit,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd76, name 'Ain Tidouit')."
loc_00975,Ain Tifratine,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd77, name 'Ain Tifratine')."
loc_00976,Ain Timedrine,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd78, name 'Ain Timedrine')."
loc_00977,Ain Vital,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd79, name 'Ain Vital')."
loc_00978,Ain Zerrouka,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd80, name 'Ain Zerrouka')."
loc_00979,Aioun Imettassene,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd81, name 'Aioun Imettassene')."
loc_00980,Aioun Ras El Ma,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd82, name 'Aioun Ras El Ma')."
loc_00981,Ait Athia,Moderate,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Medium' (book code Hyd83, name 'Ait Athia')."
loc_00982,Amane Imellaline (Ain Joua),Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd84, name 'Amane Imellaline (Ain Joua)')."
loc_00983,Anzar Oufounas,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd85, name 'Anzar Oufounas')."
loc_00984,Cascade d’Aït smail,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd86, name 'Cascade d’Aït smail')."
loc_00985,Cascade des vierges,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd87, name 'Cascade des vierges')."
loc_00987,Cascade d’Imouzer Kandar,Moderate,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Medium' (book code Hyd89, name 'Cascade d’Imouzer Kandar')."
loc_00988,Cascade Hawai,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd90, name 'Cascade Hawai')."
loc_00989,Cascade Ras El Ma,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd91, name 'Cascade Ras El Ma')."
loc_00990,Cascade Sefrou,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd92, name 'Cascade Sefrou')."
loc_00991,Cascade Sidi Bou Shaq,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd93, name 'Cascade Sidi Bou Shaq')."
loc_00992,Cascade Skoura,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd94, name 'Cascade Skoura')."
loc_00993,Cascade Tagoute,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd95, name 'Cascade Tagoute')."
loc_00995,Dayet El Jerane,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd97, name 'Dayet El Jerane')."
loc_00996,Dayet Hachlaf,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd98, name 'Dayet Hachlaf')."
loc_00997,Dayet Iffer,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd99, name 'Dayet Iffer')."
loc_01071,Dayet Ifrah,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd100, name 'Dayet Ifrah')."
loc_00998,Dayet Lakbira,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd101, name 'Dayet Lakbira')."
loc_00999,Dayet Maasker,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd102, name 'Dayet Maasker')."
loc_01000,Dayet Moucherkour,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd103, name 'Dayet Moucherkour')."
loc_01001,Dayet Tichout,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd104, name 'Dayet Tichout')."
loc_01002,Ifri Ou Berid,Moderate,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Medium' (book code Hyd106, name 'Ifri Ou Berid')."
loc_01003,Lac Afnourir,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd107, name 'Lac Afnourir')."
loc_01004,Lac Afourgagh,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd108, name 'Lac Afourgagh')."
loc_01005,Lac Agoulmame,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd109, name 'Lac Agoulmame')."
loc_01006,Lac Tighboula-Laachoure,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd111, name 'Lac Tighboula-Laachoure')."
loc_01007,Ouoouchène,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd113, name 'Ouoouchène')."
loc_01008,Rabiaa-Bitit,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd114, name 'Rabiaa-Bitit')."
loc_01009,Ras Adrar Izem,Moderate,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Medium' (book code Hyd115, name 'Ras Adrar Izem')."
loc_01010,Ras El Ain,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd116, name 'Ras El Ain')."
loc_01011,Ras El Ma,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd117, name 'Ras El Ma')."
loc_01012,Résurgence d’Ademame,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd118, name 'Résurgence d’Ademame')."
loc_01013,Sabhab,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd119, name 'Sabhab')."
loc_01014,Sidi Yahia,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd120, name 'Sidi Yahia')."
loc_01015,Tabhirte,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd121, name 'Tabhirte')."
loc_01016,Tibakhbakhine,Moderate,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Medium' (book code Hyd123, name 'Tibakhbakhine')."
loc_01017,Tiguelmamine (El Hajeb),Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd124, name 'Tiguelmamine (El Hajeb)')."
loc_01036,Tiguelmamines,Difficult,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Difficult' (book code Hyd125, name 'Tiguelmamines')."
loc_01018,Tit-Zill,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd127, name 'Tit-Zill')."
loc_01019,Zaouiat Ifrane,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd128, name 'Zaouiat Ifrane')."
loc_00946,Ain El Aouda,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd46, name 'Ain El Aouda')."
loc_01041,Ain El Aouda,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd46, name 'Ain El Aouda')."
loc_00955,Ain Kahla,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd55, name 'Ain Kahla')."
loc_01042,Ain Kahla,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd55, name 'Ain Kahla')."
loc_00717,Dayet Aoua,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd96, name 'Dayet Aoua')."
loc_00994,Dayet Aoua,Easy,High,"PRIMARY SOURCE: Baadi, Lebreton & Pereira 2023, 'Hydric Geosites of Middle Atlas: A Natural Heritage Under Threat', Ch.8 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 8.1 explicitly classifies this site's Accessibility as 'Easy' (book code Hyd96, name 'Dayet Aoua')."
loc_01039,Agouni Izguère,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar03)."
loc_01040,Agrane,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar04)."
loc_01119,Ain El Aouda,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar06)."
loc_01043,Ait Ahmed,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar10)."
loc_01044,Aoumchach I,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar13)."
loc_01045,Aoumchach II,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar14)."
loc_01046,Aven Koul,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar15)."
loc_01048,Bab Tafertest,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar18)."
loc_01049,Bir Yala,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar19)."
loc_01050,Bled Nertène,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar20)."
loc_01052,Bou Imourdassane,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar22)."
loc_01053,Bou Lebrrouj,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar23)."
loc_01054,Bou Mennjel,Moderate,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar24)."
loc_00842,Bouslama,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar25)."
loc_01056,Chaâra,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar26)."
loc_01057,El Khars,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar27)."
loc_01058,El Malekef,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar28)."
loc_01059,El Oulja,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar29)."
loc_01060,El Qalaâ,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar30)."
loc_01061,El-Malekef,Difficult,High,"PRIMARY SOURCE: Baadi & Lebreton 2023, 'Exo- and Endokarst of the Middle Atlas (Morocco): From Inventory to Promotion', Ch.10 in 'Geoheritage of the Middle Atlas (Morocco)' (Springer, ed. K. Baadi), full book PDF obtained. Table 10.1 explicitly classifies this site's Accessibility (book code Kar31)."
